,Fecha,Demanda
819,2022-03-30,707.690926
820,2022-03-31,705.601198
821,2022-04-01,710.892602
822,2022-04-02,645.549332
823,2022-04-03,613.758289
824,2022-04-04,744.1001530000001
825,2022-04-05,762.7291389999999
826,2022-04-06,744.533256
827,2022-04-07,722.876934
828,2022-04-08,707.077849
829,2022-04-09,621.527143
830,2022-04-10,574.8097560000001
831,2022-04-11,667.783117
832,2022-04-12,687.2516189999999
833,2022-04-13,685.3631790000001
834,2022-04-14,585.21051
835,2022-04-15,536.448535
836,2022-04-16,551.086712
837,2022-04-17,527.2578490000001
838,2022-04-18,580.33576
839,2022-04-19,657.8258149999999
840,2022-04-20,698.469112
841,2022-04-21,697.710847
842,2022-04-22,695.63789
843,2022-04-23,628.779932
844,2022-04-24,571.994039
845,2022-04-25,654.7144549999999
846,2022-04-26,677.540715
847,2022-04-27,687.613611
848,2022-04-28,688.510063
849,2022-04-29,669.0223669999999
850,2022-04-30,592.600643
851,2022-05-01,528.390929
852,2022-05-02,614.138744
853,2022-05-03,677.3924989999999
854,2022-05-04,687.3154350000001
855,2022-05-05,680.762673
856,2022-05-06,668.5976380000001
857,2022-05-07,596.496276
858,2022-05-08,550.457934
859,2022-05-09,650.598557
860,2022-05-10,673.774152
861,2022-05-11,678.560086
862,2022-05-12,683.9813029999999
863,2022-05-13,678.906624
864,2022-05-14,613.4713449999999
865,2022-05-15,565.340711
866,2022-05-16,658.6062340000001
867,2022-05-17,689.1595679999999
868,2022-05-18,701.7015799999999
869,2022-05-19,716.668676
870,2022-05-20,714.896579
871,2022-05-21,645.687218
872,2022-05-22,591.016568
873,2022-05-23,692.293672
874,2022-05-24,699.490143
875,2022-05-25,683.2039139999999
876,2022-05-26,688.9245990000001
877,2022-05-27,691.1676580000001
878,2022-05-28,628.739734
879,2022-05-29,579.5047079999999
880,2022-05-30,672.096948
881,2022-05-31,699.889965
882,2022-06-01,709.6606489999999
883,2022-06-02,714.0961110000001
884,2022-06-03,711.4604989999999
885,2022-06-04,632.752836
886,2022-06-05,583.681514
887,2022-06-06,671.690704
888,2022-06-07,720.8173519999999
889,2022-06-08,734.652173
890,2022-06-09,740.426075
891,2022-06-10,740.712627
892,2022-06-11,678.773887
893,2022-06-12,633.281978
894,2022-06-13,758.638075
895,2022-06-14,798.691052
896,2022-06-15,816.499073
897,2022-06-16,810.3748830000001
898,2022-06-17,807.731237
899,2022-06-18,721.87437
900,2022-06-19,639.567443
901,2022-06-20,746.482216
902,2022-06-21,754.336941
903,2022-06-22,735.366573
904,2022-06-23,712.2445180000001
905,2022-06-24,658.1052709999999
906,2022-06-25,634.796661
907,2022-06-26,597.1201110000001
908,2022-06-27,697.550971
909,2022-06-28,717.423769
910,2022-06-29,727.046257
911,2022-06-30,724.4907830000001
912,2022-07-01,714.2922110000001
913,2022-07-02,664.617298
914,2022-07-03,628.383297
915,2022-07-04,734.80668
916,2022-07-05,766.571561
917,2022-07-06,763.808544
918,2022-07-07,756.024233
919,2022-07-08,760.224594
920,2022-07-09,692.387462
921,2022-07-10,652.45988
922,2022-07-11,781.3192929999999
923,2022-07-12,811.265893
924,2022-07-13,827.8657469999999
925,2022-07-14,836.253736
926,2022-07-15,831.8519100000001
927,2022-07-16,748.6755919999999
928,2022-07-17,698.663282
929,2022-07-18,822.019142
930,2022-07-19,823.5539679999999
931,2022-07-20,823.278888
932,2022-07-21,836.723128
933,2022-07-22,831.42078
934,2022-07-23,735.0908469999999
935,2022-07-24,687.821371
936,2022-07-25,787.872106
937,2022-07-26,824.1856899999999
938,2022-07-27,806.2304869999999
939,2022-07-28,800.373566
940,2022-07-29,793.9892560000001
941,2022-07-30,718.383959
942,2022-07-31,675.414518
