,Fecha,Hidráulica,Eólica,Otras renovables,Residuos renovables,Solar
262,2020-09-19,44.90861,151.172933,15.396622,2.3549525,47.36253000000001
263,2020-09-20,43.760581,74.73397800000001,14.702513,2.4358980000000003,50.433941
264,2020-09-21,66.995517,45.487103000000005,13.601616,2.3606875,60.566778
265,2020-09-22,78.64205199999999,43.234048,13.420575,2.4161915,62.594318
266,2020-09-23,73.37121400000001,119.215298,13.939202,2.3775375,46.665703
267,2020-09-24,53.985431,228.832555,12.706536,2.382645,32.397439999999996
268,2020-09-25,40.005117,327.022213,12.965315,2.374404,69.763835
269,2020-09-26,35.501931,275.089418,14.159452,2.405108,71.728928
270,2020-09-27,38.938557,234.786731,13.127503,2.2989465,73.67672999999999
271,2020-09-28,46.60798200000001,132.314684,12.555899,2.198301,75.731529
272,2020-09-29,57.245472,55.531847,11.848035,2.0389235,74.942209
273,2020-09-30,58.041854,65.790861,11.767011,1.84509,51.313393
274,2020-10-01,43.587103000000006,207.062303,12.761583,1.8586085,59.938034
275,2020-10-02,42.69082100000001,366.789939,12.930273,1.8632905,22.145977
276,2020-10-03,41.737579,316.815381,13.094898,1.8188345,67.069162
277,2020-10-04,42.133345,264.544852,12.127161,1.8373885,49.599617
278,2020-10-05,46.84031,178.386375,12.573512,1.9655395,67.16622100000001
279,2020-10-06,53.998454,162.660418,13.010173,1.956902,67.561756
280,2020-10-07,60.059943,105.790752,12.944412,2.0546285,70.869069
281,2020-10-08,66.330896,62.483063,12.923056,2.0268575,62.390455
282,2020-10-09,67.38544,51.761383,14.610671,2.002801,51.07227700000001
283,2020-10-10,40.389301,213.24133,14.33364,2.077996,61.335353999999995
284,2020-10-11,35.682481,246.259001,14.412764,2.0957130000000004,65.722714
285,2020-10-12,41.895325,185.886638,14.448004999999998,2.09283,73.859205
286,2020-10-13,65.63361900000001,163.63088399999998,14.118754,2.394459,67.807957
287,2020-10-14,65.570408,206.385482,13.586607,2.4745085,65.130553
288,2020-10-15,74.45606699999999,181.215789,13.607629,2.3808415,67.242842
289,2020-10-16,80.613772,110.574459,14.197063,2.540208,70.669704
290,2020-10-17,85.225781,51.159383,14.701918,2.569459,63.860422
291,2020-10-18,75.420151,62.153848,15.245649,2.582278,59.022929000000005
292,2020-10-19,42.72049,286.98285200000004,13.993209,2.543007,46.033584999999995
293,2020-10-20,58.032871,341.335145,13.578803,2.5476385,14.167036000000001
294,2020-10-21,57.12423,248.518697,13.082619,2.519545,30.657822000000003
295,2020-10-22,85.55401300000001,141.062267,13.362205,2.5640085,17.751621
296,2020-10-23,75.213676,168.539978,13.208572,2.560339,43.094384000000005
297,2020-10-24,52.021977,223.858167,12.833566,2.5078055,51.840214
298,2020-10-25,49.230347,303.15398,12.247435,2.56708,29.261578
299,2020-10-26,68.544414,279.045585,12.22631,2.5773865,50.902165
300,2020-10-27,69.07309,246.642345,12.631738,2.5793955,48.782432
301,2020-10-28,85.64769199999999,121.049554,13.221120999999998,2.5793595,41.741910999999995
302,2020-10-29,88.90461,60.951074,12.894695,2.538087,56.763958
303,2020-10-30,82.950826,88.60892999999999,12.990778,2.541891,56.281906
304,2020-10-31,61.140809,126.055336,13.470816999999998,2.564001,55.485441
305,2020-11-01,55.358452,129.57366,13.126131,2.471194,47.780106
306,2020-11-02,78.445065,91.741946,13.53723,2.3992355,44.884074000000005
307,2020-11-03,72.820316,187.344732,13.149035,2.4099955,27.343105
308,2020-11-04,77.727248,222.332138,12.300241,2.41333,13.812921
309,2020-11-05,70.669371,308.702268,12.381924,2.2257475,12.527543
310,2020-11-06,68.157529,339.282506,12.494252,2.2877240000000003,16.557502
311,2020-11-07,70.824922,233.28455,13.529363,2.5887165,30.646064
312,2020-11-08,73.983186,157.445842,13.722544,2.5342295,35.254206
313,2020-11-09,107.842745,64.065933,13.267914,2.4953055,33.054111
314,2020-11-10,118.942622,39.528223,13.563377,2.592214,43.617184
315,2020-11-11,93.206009,141.272939,13.299245999999998,2.706328,38.75334
316,2020-11-12,97.441636,97.943761,13.612626,2.9180675000000003,31.719574
317,2020-11-13,96.320547,79.843696,13.404433999999998,2.917612,25.660896
318,2020-11-14,70.917132,136.314065,13.405278,2.908975,11.969009
319,2020-11-15,48.815526,222.424867,12.167595,2.805336,30.826276999999997
320,2020-11-16,88.10955499999999,106.144479,12.539239,2.9004095000000003,29.666964000000004
321,2020-11-17,93.113912,59.205597,12.577474,2.8871815,37.32448
322,2020-11-18,78.676352,91.191362,13.007431,2.8732925,39.619162
323,2020-11-19,71.62709699999999,193.909255,13.215133,2.768729,40.059968000000005
324,2020-11-20,63.938972,262.170793,13.431956,2.8573775,47.499086
325,2020-11-21,62.255294,116.435099,13.664602,2.744416,47.191137
326,2020-11-22,55.067381000000005,57.995979,13.826813,2.789644,45.927997
327,2020-11-23,94.275587,47.040095,13.089715,2.7364165,46.637348
328,2020-11-24,97.039888,100.571304,12.696736,2.6391055000000003,34.084142
329,2020-11-25,92.156177,122.176425,12.987498,2.8877685,18.855494
330,2020-11-26,90.168619,232.586378,13.199419,2.8832595000000003,8.104652
331,2020-11-27,103.739429,156.52364,13.124279,2.9171155,10.360637
332,2020-11-28,86.589227,70.684674,13.276361,2.828376,21.010445999999998
333,2020-11-29,82.00535099999999,53.340008000000005,13.763546,2.8205245,23.380066000000003
334,2020-11-30,103.07846,89.078066,13.213072,2.681136,27.628216000000002
335,2020-12-01,82.596062,179.95132999999998,13.830842,2.640152,34.035012
336,2020-12-02,78.22831500000001,269.665047,13.799259,2.4641175,33.704964000000004
337,2020-12-03,90.500282,228.524718,13.828454,2.5728690000000003,39.922853
338,2020-12-04,85.911292,310.215998,12.939894,2.605854,16.067482
339,2020-12-05,69.357535,286.90608000000003,14.196161,2.693091,34.042724
340,2020-12-06,52.976296000000005,322.720847,14.406408,2.705957,25.856012
341,2020-12-07,48.593475,388.207824,14.584941,2.6782655,15.185893
342,2020-12-08,70.034964,348.745929,14.340709,2.6410325,24.624976
343,2020-12-09,109.339235,281.055566,14.435735,2.691625,30.345724999999998
344,2020-12-10,105.892003,370.246502,14.050151,2.651536,10.654788
345,2020-12-11,99.120652,388.095778,14.180228,2.651723,10.838884
346,2020-12-12,96.479671,348.80223700000005,14.226089,2.647542,30.407698
347,2020-12-13,107.101756,199.26852,14.472588,2.7011645,22.247235
348,2020-12-14,121.696,180.228467,14.073397000000002,2.6709435,12.696344999999999
349,2020-12-15,125.79523,191.759685,13.657774,2.6649675000000004,29.361424
350,2020-12-16,141.336579,161.851778,14.305034,2.703188,18.587847
351,2020-12-17,161.650685,65.641004,14.298469,2.6713855,22.27767
352,2020-12-18,141.155902,125.927008,14.348627,2.6960010000000003,22.504048
353,2020-12-19,122.701646,136.682821,13.953741,2.6408625000000003,12.501362
354,2020-12-20,123.834614,131.401815,14.160873,2.300602,26.795299
355,2020-12-21,131.561248,157.310209,13.479273,2.1085765000000003,26.977655000000002
356,2020-12-22,119.484053,132.988356,13.928658,2.3000595,31.645419999999998
357,2020-12-23,122.081594,141.933374,13.648147000000002,2.385145,20.434209
358,2020-12-24,96.458248,133.138794,13.977543,2.4060655,22.608289999999997
359,2020-12-25,71.799475,288.17458600000003,13.233671,2.2046840000000003,33.756684
360,2020-12-26,84.078786,228.372524,12.212566,2.3394135,43.693323
361,2020-12-27,76.959875,265.412232,11.99783,2.3133215,37.900239
362,2020-12-28,82.643096,392.654999,11.659573,2.1400985,28.001504
363,2020-12-29,109.972477,312.223454,11.445616,2.0823975,26.940852
364,2020-12-30,135.21631200000002,236.616181,12.458304,1.5206235,42.584589
365,2020-12-31,127.726536,235.642192,12.764878,1.0954425,32.023786
366,2021-01-01,111.077579,240.290824,13.234386,1.2322735,33.002618
367,2021-01-02,112.211332,270.599158,12.636823,1.262089,40.588044000000004
368,2021-01-03,116.969983,221.167693,12.215001,1.2501715,44.576198999999995
369,2021-01-04,165.965559,130.542499,12.124513,1.215017,29.091547000000002
